file,class,type,cbo,wmc,dit,noc,rfc,lcom,nom,nopm,nosm,nof,nopf,nosf,nosi,loc
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDateTimeConstants.java,org.joda.time.TestDateTimeConstants,class,5,9,2,0,4,36,9,9,2,0,0,0,1,101
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\YearMonthDay.java,org.joda.time.YearMonthDay,class,17,76,4,0,57,1811,63,58,2,8,3,6,22,1049
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestLocalDate_Properties.java,org.joda.time.TestLocalDate_Properties,class,10,45,2,0,58,518,33,30,2,7,0,2,16,463
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\BasicMonthOfYearDateTimeField.java,org.joda.time.chrono.BasicMonthOfYearDateTimeField,class,6,43,4,1,39,0,18,16,0,5,0,2,7,328
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\OffsetDateTimeField.java,org.joda.time.field.OffsetDateTimeField,class,4,24,4,0,21,140,20,20,0,4,0,1,4,192
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestJulianDayOfMonthField.java,org.joda.time.chrono.gj.TestJulianDayOfMonthField,class,2,2,6,0,1,1,2,2,0,0,0,0,0,28
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestWeeks.java,org.joda.time.TestWeeks,class,19,46,2,0,45,494,32,30,2,1,0,1,77,341
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\tz\TestUTCProvider.java,org.joda.time.tz.TestUTCProvider,class,7,6,2,0,14,15,6,6,2,1,0,0,3,62
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\JodaTimePermission.java,org.joda.time.JodaTimePermission,class,0,1,3,0,0,0,1,1,0,1,0,1,0,55
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\tz\TestFixedDateTimeZone.java,org.joda.time.tz.TestFixedDateTimeZone,class,6,11,2,0,11,39,10,7,2,1,0,0,4,91
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\MillisDurationField.java,org.joda.time.field.MillisDurationField,class,3,26,2,0,6,253,23,21,0,2,1,2,8,145
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestPartial_Constructors.java,org.joda.time.TestPartial_Constructors,class,11,42,2,0,34,295,27,23,2,7,0,5,59,418
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\DateTimeFieldType.java,org.joda.time.DateTimeFieldType,class,5,85,2,0,39,580,37,34,23,30,0,26,44,546
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\ISODateTimeFormat.java,org.joda.time.format.ISODateTimeFormat,class,4,249,1,0,113,6785,118,52,117,1,0,1,217,1759
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\MonthDay.java,org.joda.time.MonthDay,class,17,70,4,0,52,1307,54,48,7,8,2,6,22,909
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\DateTimeField.java,org.joda.time.DateTimeField,class,4,50,1,3,0,1225,50,50,0,0,0,0,0,620
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\DateTimeFormatter.java,org.joda.time.format.DateTimeFormatter,class,14,87,1,0,50,430,45,39,0,8,0,0,15,905
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMutableInterval_Basics.java,org.joda.time.TestMutableInterval_Basics,class,17,36,3,0,56,94,36,34,2,11,0,3,33,403
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestISODateTimeFormat_Fields.java,org.joda.time.format.TestISODateTimeFormat_Fields,class,8,67,2,0,20,990,45,43,2,0,0,0,380,991
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestGJMonthOfYearField.java,org.joda.time.chrono.gj.TestGJMonthOfYearField,class,4,15,5,1,18,55,11,11,0,0,0,0,3,81
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\StringConverter.java,org.joda.time.convert.StringConverter,class,16,43,2,0,29,21,7,6,0,1,0,1,12,233
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\TestGJDate.java,org.joda.time.chrono.TestGJDate,class,7,19,2,0,15,0,18,16,2,1,0,1,4,116
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestDateTimeFormat.java,org.joda.time.format.TestDateTimeFormat,class,10,98,2,0,51,0,71,68,2,10,0,5,84,943
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestISODateTimeFormat.java,org.joda.time.format.TestISODateTimeFormat,class,10,51,2,0,66,0,51,49,2,9,0,4,156,453
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestInterval_Basics.java,org.joda.time.TestInterval_Basics,class,18,99,3,0,74,1663,91,89,2,14,0,4,135,1097
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMutableDateTime_Constructors.java,org.joda.time.TestMutableDateTime_Constructors,class,9,73,2,0,31,515,47,45,2,9,0,2,85,529
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\example\org\joda\example\time\DateTimePerformance.java,org.joda.example.time.DateTimePerformance,class,5,203,1,0,75,0,52,2,1,14,0,4,19,814
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\tz\TestAll.java,org.joda.time.tz.TestAll,class,5,3,2,0,8,3,3,3,2,0,0,0,5,46
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\field\TestMillisDurationField.java,org.joda.time.field.TestMillisDurationField,class,7,32,2,0,33,300,25,23,2,0,0,0,4,183
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\PeriodFormatterBuilder.java,org.joda.time.format.PeriodFormatterBuilder,class,15,351,1,0,86,4263,102,71,2,51,0,17,44,1690
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDateTimeUtils.java,org.joda.time.TestDateTimeUtils,class,21,59,2,0,55,709,34,32,2,11,0,6,156,457
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMutableInterval_Constructors.java,org.joda.time.TestMutableInterval_Constructors,class,21,88,2,0,42,2387,76,74,2,10,0,2,75,590
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestPeriodType.java,org.joda.time.TestPeriodType,class,9,53,2,0,66,1077,47,43,2,10,0,2,360,839
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\ReadableDurationConverter.java,org.joda.time.convert.ReadableDurationConverter,class,8,5,2,0,4,6,4,3,0,1,0,1,1,83
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\BaseDurationField.java,org.joda.time.field.BaseDurationField,class,2,15,2,2,8,60,12,11,0,2,0,1,4,150
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\PeriodPrinter.java,org.joda.time.format.PeriodPrinter,interface,1,4,1,0,0,6,4,0,0,0,0,0,0,75
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\tz\Provider.java,org.joda.time.tz.Provider,interface,1,2,1,0,0,1,2,0,0,0,0,0,0,38
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\tz\TestCachedDateTimeZone.java,org.joda.time.tz.TestCachedDateTimeZone,class,7,7,2,0,13,15,7,5,2,1,0,0,10,66
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\ConverterManager.java,org.joda.time.convert.ConverterManager,class,9,59,1,0,14,192,28,22,1,6,0,1,5,549
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\DateTimePrinter.java,org.joda.time.format.DateTimePrinter,interface,3,5,1,0,0,10,5,0,0,0,0,0,0,95
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\Chronology.java,org.joda.time.Chronology,class,7,49,1,1,0,1176,49,49,0,0,0,0,0,452
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\example\org\joda\example\time\Examples.java,org.joda.example.time.Examples,class,3,5,1,0,44,6,4,1,1,0,0,0,0,107
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMutableDateTime_Sets.java,org.joda.time.TestMutableDateTime_Sets,class,10,85,2,0,61,1960,68,66,2,10,0,2,43,588
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestGregorianChronology.java,org.joda.time.chrono.gj.TestGregorianChronology,class,2,23,4,0,8,55,11,3,0,0,0,0,16,124
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\DateConverter.java,org.joda.time.convert.DateConverter,class,5,3,2,0,1,3,3,2,0,1,0,1,0,61
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\LocalDateTime.java,org.joda.time.LocalDateTime,class,20,199,4,0,117,9061,138,128,7,10,0,6,34,2240
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\UnsupportedDateTimeField.java,org.joda.time.field.UnsupportedDateTimeField,class,6,60,2,0,10,1395,54,51,1,4,0,2,1,485
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\ReadWritableInstant.java,org.joda.time.ReadWritableInstant,interface,7,12,1,0,0,66,12,0,0,0,0,0,0,145
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\PeriodFormatter.java,org.joda.time.format.PeriodFormatter,class,8,28,1,0,16,21,19,15,0,4,0,0,1,310
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\ImpreciseDateTimeField.java,org.joda.time.field.ImpreciseDateTimeField,class,6,27,5,4,6,217,22,20,0,4,0,2,1,172
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\TestAll.java,org.joda.time.chrono.TestAll,class,4,3,2,0,13,3,3,3,2,1,1,1,11,51
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\PreciseDateTimeField.java,org.joda.time.field.PreciseDateTimeField,class,3,10,4,0,8,7,7,7,0,3,0,1,2,131
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\PeriodParser.java,org.joda.time.format.PeriodParser,interface,1,1,1,0,0,0,1,0,0,0,0,0,0,57
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestISOPeriodFormatParsing.java,org.joda.time.format.TestISOPeriodFormatParsing,class,7,24,2,0,17,188,20,18,2,14,0,9,33,175
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\MutableDateTime.java,org.joda.time.MutableDateTime,class,17,138,5,0,87,4927,103,98,5,12,6,8,15,1372
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMutableDateTime_Adds.java,org.joda.time.TestMutableDateTime_Adds,class,12,47,2,0,36,854,45,43,2,9,0,1,36,335
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestIllegalFieldValueException.java,org.joda.time.TestIllegalFieldValueException,class,9,28,2,0,40,55,11,11,2,0,0,0,38,313
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\SkipUndoDateTimeField.java,org.joda.time.field.SkipUndoDateTimeField,class,3,10,3,0,7,3,6,5,0,4,0,1,1,91
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\TestCalendarConverter.java,org.joda.time.convert.TestCalendarConverter,class,11,14,2,0,38,56,12,11,2,4,0,4,43,149
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\TestISOChronology.java,org.joda.time.chrono.TestISOChronology,class,13,33,2,0,102,209,23,20,2,8,0,3,111,404
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\LocalDate.java,org.joda.time.LocalDate,class,22,180,4,0,116,6195,115,106,7,11,0,6,41,1989
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\DividedDateTimeField.java,org.joda.time.field.DividedDateTimeField,class,6,28,4,0,20,31,19,18,0,6,0,1,2,233
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\field\TestBaseDateTimeField.java,org.joda.time.field.TestBaseDateTimeField,class,18,94,11,0,61,3234,77,70,2,3,0,3,30,531
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\TestEthiopicChronology.java,org.joda.time.chrono.TestEthiopicChronology,class,11,36,2,0,123,133,22,20,2,13,0,8,69,513
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\TestReadablePeriodConverter.java,org.joda.time.convert.TestReadablePeriodConverter,class,10,9,2,0,30,36,9,8,2,6,0,5,17,96
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestAbstractPartial.java,org.joda.time.TestAbstractPartial,class,21,35,11,0,24,301,26,22,2,8,0,1,16,197
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\DurationFieldType.java,org.joda.time.DurationFieldType,class,4,48,2,0,16,175,22,19,12,17,0,15,1,321
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\RemainderDateTimeField.java,org.joda.time.field.RemainderDateTimeField,class,6,25,4,0,17,106,20,19,0,4,0,1,2,216
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\base\AbstractInstant.java,org.joda.time.base.AbstractInstant,class,10,38,1,2,20,406,29,28,0,0,0,0,12,406
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestDateTimeFormatterBuilder.java,org.joda.time.format.TestDateTimeFormatterBuilder,class,11,60,2,0,52,674,40,38,2,5,0,5,19,510
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\LongConverter.java,org.joda.time.convert.LongConverter,class,6,4,2,0,1,6,4,3,0,1,0,1,0,72
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestPeriodFormat.java,org.joda.time.format.TestPeriodFormat,class,6,59,2,0,16,1312,57,55,2,9,0,8,93,337
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestDurationFieldType.java,org.joda.time.TestDurationFieldType,class,6,21,2,0,45,190,20,16,2,0,0,0,122,162
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\convert\TestConverterManager.java,org.joda.time.convert.TestConverterManager,class,29,182,2,0,42,9132,71,71,2,7,0,7,243,888
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\DurationConverter.java,org.joda.time.convert.DurationConverter,interface,1,1,1,0,0,0,1,0,0,0,0,0,0,33
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMonths.java,org.joda.time.TestMonths,class,14,38,2,0,32,376,28,26,2,1,0,1,70,314
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\JulianChronology.java,org.joda.time.chrono.JulianChronology,class,7,34,6,0,16,163,19,6,5,7,0,7,14,237
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\tz\UTCProvider.java,org.joda.time.tz.UTCProvider,class,2,4,1,0,2,3,3,3,0,0,0,0,1,51
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\base\BaseLocal.java,org.joda.time.base.BaseLocal,class,1,2,2,3,0,1,2,0,0,1,0,1,0,58
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\format\TestDateTimeFormatter.java,org.joda.time.format.TestDateTimeFormatter,class,14,90,2,0,76,0,79,77,2,15,0,8,88,860
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestGJWeekOfWeekyearField.java,org.joda.time.chrono.gj.TestGJWeekOfWeekyearField,class,4,9,5,0,11,36,9,9,0,0,0,0,1,59
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\PeriodConverter.java,org.joda.time.convert.PeriodConverter,interface,4,2,1,0,0,1,2,0,0,0,0,0,0,46
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestLocalTime_Constructors.java,org.joda.time.TestLocalTime_Constructors,class,14,100,2,0,39,694,64,62,2,15,0,11,39,681
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\AbstractPartialFieldProperty.java,org.joda.time.field.AbstractPartialFieldProperty,class,6,32,1,0,25,276,24,22,0,0,0,0,2,332
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestGJDateTimeField.java,org.joda.time.chrono.gj.TestGJDateTimeField,class,3,4,4,7,1,6,4,4,0,1,0,0,0,36
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\CopticChronology.java,org.joda.time.chrono.CopticChronology,class,10,26,6,0,14,76,13,6,4,7,1,7,12,231
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\AbstractReadableInstantFieldProperty.java,org.joda.time.field.AbstractReadableInstantFieldProperty,class,8,42,1,0,37,496,32,30,0,1,0,1,4,436
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\format\DateTimeParser.java,org.joda.time.format.DateTimeParser,interface,1,2,1,0,0,1,2,0,0,0,0,0,0,60
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\convert\PartialConverter.java,org.joda.time.convert.PartialConverter,interface,6,4,1,0,0,6,4,0,0,0,0,0,0,82
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestMonthDay_Basics.java,org.joda.time.TestMonthDay_Basics,class,21,95,3,0,83,2301,71,68,2,11,0,9,86,641
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\TestYearMonthDay_Basics.java,org.joda.time.TestYearMonthDay_Basics,class,23,95,3,0,101,1681,71,68,2,12,0,10,78,713
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\chrono\IslamicChronology.java,org.joda.time.chrono.IslamicChronology,class,10,71,5,0,25,568,36,11,4,27,5,24,12,505
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\field\StrictDateTimeField.java,org.joda.time.field.StrictDateTimeField,class,4,7,3,0,6,6,4,3,1,1,0,1,1,64
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\test\java\org\joda\time\chrono\gj\TestJulianWeekyearField.java,org.joda.time.chrono.gj.TestJulianWeekyearField,class,2,8,6,0,7,10,5,5,0,0,0,0,2,52
C:\Users\bombarli\Desktop\TUM\summer_2018\practical\metric-summary\metrics\scripts\execution-scenario\script_1\expected\Time\Time_2_buggy\src\main\java\org\joda\time\ReadWritableInterval.java,org.joda.time.ReadWritableInterval,interface,5,12,1,0,0,66,12,0,0,0,0,0,0,121
